Party (partija),Candidate (kandidatas),Post Election No (numeris prieš rinkimus),Pre Election No (numeris po rinkimų)
Respublikonų partija,Donatas BARTKUS,58,60
Respublikonų partija,Valdas MIKALSKIS,59,61
Respublikonų partija,Daiva VAIDELIENĖ,60,62
Respublikonų partija,Stanislav LITVINOVIČ,61,63
Respublikonų partija,Lolita TURAUSKIENĖ,62,64
Respublikonų partija,Mindaugas KUKCINAVIČIUS,63,65
Respublikonų partija,Remigijus URBONAS,64,66
Respublikonų partija,Vilma GECEVIČIŪTĖ,65,67
Respublikonų partija,Nerijus VARNAS,66,68
Respublikonų partija,Deimantas Petras RAŽANAUSKAS,67,69
Respublikonų partija,Artemij SITENKOV,68,70
Respublikonų partija,Rimas KANČYS,69,71
Respublikonų partija,Daina LINGIENĖ,70,72
Respublikonų partija,Alina LITVINOVIČ,71,73
Respublikonų partija,Birutė PAUKŠTIENĖ,72,74
Respublikonų partija,Vilma GALVYDIENĖ,73,75
Respublikonų partija,Vitalija GRIGARAVIČIENĖ,74,76
Respublikonų partija,Andrius JASONAS,75,77
Respublikonų partija,Tomas MERKYS,76,78
Respublikonų partija,Kęstutis NORVILAS,77,79
Respublikonų partija,Leonid PLOTNIKOV,78,80
Socialistinis liaudies Frontas,Algirdas PALECKIS,1,1
Socialistinis liaudies Frontas,Vytautas BERNATONIS,2,3
Socialistinis liaudies Frontas,Mindaugas STAKVILEVIČIUS,3,2
Socialistinis liaudies Frontas,Michailas BUGAKOVAS,4,4
Socialistinis liaudies Frontas,Algirdas JANYŠIUS,5,5
Socialistinis liaudies Frontas,Vladimir FOMIN,6,7
Socialistinis liaudies Frontas,Oleg GLUCHOV,7,13
Socialistinis liaudies Frontas,Juozas ARBAČIAUSKAS,8,6
Socialistinis liaudies Frontas,Algis KALAŠNIKOVAS,9,9
Socialistinis liaudies Frontas,Audronė MILTENIENĖ,10,8
Socialistinis liaudies Frontas,Sergej POPOV,11,40
Socialistinis liaudies Frontas,Vladas KASPARAVIČIUS,12,12
Socialistinis liaudies Frontas,Edikas JAGELAVIČIUS,13,10
Socialistinis liaudies Frontas,Olegas RATIUKAS,14,17
Socialistinis liaudies Frontas,Stasys ŠADUIKIS,15,18
Socialistinis liaudies Frontas,Birutė DILPŠIENĖ,16,15
Socialistinis liaudies Frontas,Laura NIKIFOROVA,17,19
Socialistinis liaudies Frontas,Marijona ŠIURNIENĖ,18,11
Socialistinis liaudies Frontas,Ivan FILONOV,19,26
Socialistinis liaudies Frontas,Natalja LATYPOVA,20,23
Socialistinis liaudies Frontas,Natalja VIKTOROVA,21,27
Socialistinis liaudies Frontas,Jonas BULYS,22,14
Socialistinis liaudies Frontas,Vadim LATYPOV,23,34
Socialistinis liaudies Frontas,Genrich SARBAJ,24,32
Socialistinis liaudies Frontas,Silva JAUNIŠKIENĖ,25,20
Socialistinis liaudies Frontas,Antanas ŽADEIKIS,26,33
Socialistinis liaudies Frontas,Angelė AMBRAZIENĖ,27,39
Socialistinis liaudies Frontas,Vladas JURGUTIS,28,30
Socialistinis liaudies Frontas,Aušra SAULIENĖ,29,38
Socialistinis liaudies Frontas,Veronika ŽADEIKIENĖ,30,25
Socialistinis liaudies Frontas,Kęstutis ŠKĖLA,31,31
Socialistinis liaudies Frontas,Felicija PACHAR,32,21
Socialistinis liaudies Frontas,Valentina ČERNIKEVIČ,33,29
Socialistinis liaudies Frontas,Gitana VALAVIČIŪTĖ,34,35
Socialistinis liaudies Frontas,Boleslovas Kristijonas KARENAUSKAS,35,16
Socialistinis liaudies Frontas,Dalė DEMOVIENĖ,36,22
Socialistinis liaudies Frontas,Virginija BLADIKIENĖ,37,24
Socialistinis liaudies Frontas,Marijona ŠIMOLIŪNIENĖ,38,28
Socialistinis liaudies Frontas,Vitalij LAVKART,39,36
Socialistinis liaudies Frontas,Genovaitė LAGINAUSKIENĖ,40,37
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Andrius KUBILIUS,1,1
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Irena DEGUTIENĖ,2,2
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Rasa JUKNEVIČIENĖ,3,4
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Agnė BILOTAITĖ,4,3
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jurgis RAZMA,5,5
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Kęstutis MASIULIS,6,10
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Arvydas ANUŠAUSKAS,7,6
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Audronius AŽUBALIS,8,8
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vytautas JUOZAPAITIS,9,12
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Kazys STARKEVIČIUS,10,11
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Dainius KREIVYS,11,18
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Paulius SAUDARGAS,12,9
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Rimantas Jonas DAGYS,13,7
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Stasys ŠEDBARAS,14,19
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Naglis PUTEIKIS,15,26
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Emanuelis ZINGERIS,16,21
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vilija ALEKNAITĖ ABRAMIKIENĖ,17,14
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Antanas MATULAS,18,17
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mantas ADOMĖNAS,19,15
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Arvydas VIDŽIŪNAS,20,16
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Valentinas STUNDYS,21,13
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vida Marija ČIGRIEJIENĖ,22,25
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Sergejus JOVAIŠA,23,35
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Liutauras KAZLAVICKAS,24,38
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Donatas JANKAUSKAS,25,22
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Rokas ŽILINSKAS,26,48
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Egidijus VAREIKIS,27,27
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Rytas KUPČINSKAS,28,33
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Auksutė RAMANAUSKAITĖ-SKOKAUSKIENĖ,29,24
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vincė Vaidevutė MARGEVIČIENĖ,30,20
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Virginijus VALENTINAVIČIUS,31,23
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Saulius PEČELIŪNAS,32,28
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Edmundas PUPINIS,33,30
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Arimantas DUMČIUS,34,29
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vitas MATUZAS,35,37
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Julius DAUTARTAS,36,31
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Kazimieras KUZMINSKAS,37,34
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Žilvinas LELEIVA,38,55
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jonas GUDAUSKAS,39,32
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Justinas URBANAVIČIUS,40,46
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Laurynas KASČIŪNAS,41,80
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Edvinas KRUNGOLCAS,42,51
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jonas ŠIMĖNAS,43,53
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vidas URBONAVIČIUS,44,39
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Liudvikas SABUTIS,45,36
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vaidas ŠALAŠEVIČIUS,46,40
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Danutė BEKINTIENĖ,47,47
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Gediminas ANUŽIS,48,42
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vaidotas BACEVIČIUS,49,41
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Petras LUOMANAS,50,44
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Loreta KALNIKAITĖ,51,58
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Gintarė SKAISTĖ,52,61
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Gediminas KRASAUSKAS,53,52
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Birutė KAŽEMĖKAITĖ,54,56
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Pranas ŽEIMYS,55,45
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Aurimas NAUSĖDA,56,81
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Violeta PODOLSKAITĖ,57,65
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Nerijus ČAPAS,58,70
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vilhelm HAASE,59,54
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Egidijus ČERNIUS,60,141
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Povilas BALČIŪNAS,61,64
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Algis URBONAS,62,43
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Edita GUDIŠAUSKIENĖ,63,100
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Algis STRELČIŪNAS,64,88
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Algis KAZULĖNAS,65,49
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Petras MUSTEIKIS,66,68
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vilhelminas JANUŠONIS,67,72
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Dobilas KURTINAITIS,68,73
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vidmantas ŽILIUS,69,57
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Raimondas PANKEVIČIUS,70,102
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vygantas GUDĖNAS,71,62
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Evaldas JURKEVIČIUS,72,50
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Tomas PETREIKIS,73,91
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Dalius BITAITIS,74,85
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Gintautas ČIŽAUSKAS,75,140
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Sigutis OBELEVIČIUS,76,59
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Regina LUKOŠEVIČIENĖ,77,82
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lina RIMKIENĖ,78,60
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Loreta KUDARIENĖ,79,66
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Algirdas KLIMAITIS,80,83
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Kęstutis Danielius RIMKEVIČIUS,81,74
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jonas DIENINIS,82,93
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Valdas PILECKAS,83,77
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mindaugas Petras BALAŠAITIS,84,98
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Inga BILIŪNAITĖ,85,67
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vykintas STUMBRYS,86,139
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Janina GALIAUSKIENĖ,87,90
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Dijana MEŠKAUSKIENĖ,88,137
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jonas POVILIONIS,89,138
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Pranas JACIUNSKAS,90,63
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Nerijus JOCYS,91,71
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Indrė POCIŪTĖ-LEVICKIENĖ,92,134
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Simas SALICKAS,93,97
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Artūras LISTAVIČIUS,94,92
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Gintautas LUKOŠAITIS,95,94
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jonas JURGELIŪNAS,96,87
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Ernestas JUŠKA,97,86
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Ramūnas KARTENIS,98,89
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vytautas VENCKŪNAS,99,95
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Gintautas RADŽIUKYNAS,100,103
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vilma SAVICKIENĖ,101,69
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Povilas KARVELIS,102,115
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Rimvydas ŽIEMYS,103,78
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Giedrius GRAŽULIS,104,121
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Rasa PETRAUSKIENĖ,105,75
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Dainius BARDAUSKAS,106,116
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Agneta LADEK,107,84
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vitas SADAUSKAS,108,101
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Laimutė STEPONAVIČIENĖ,109,107
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Erika KIŽIENĖ,110,118
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Edgaras PILYPAITIS,111,136
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alfonsas VILDŽIŪNAS,112,96
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jadvyga DUNAUSKAITĖ,113,111
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Šarūnas LAUŽIKAS,114,79
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Juozas MAŽEIKA,115,105
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alfreda TAMOŠEVIČIENĖ,116,119
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Kęstutis DAINIUS,117,76
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vytautas GIMŽAUSKAS,118,135
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alfredas JONUŠKA,119,122
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Algimantas VAITKUS,120,133
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Rasa KONTAUTIENĖ,121,130
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Evaldas MACEIKA,122,132
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Arūnas BARBŠYS,123,99
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Saulius BUDRYS,124,112
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Asta BEIERLE EIGIRDIENĖ,125,104
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Virginija RADZIŠAUSKIENĖ,126,109
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alma RADVILĖ,127,108
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Liutauras DIRSĖ,128,113
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jonas CIMBOLAITIS,129,114
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Algis RUDYS,130,124
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Sigitas ČIRBA,131,126
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Povilas TAMOŠAUSKAS,132,127
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Robertas ŠARKNICKAS,133,131
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jonas BUČINSKAS,134,117
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jonas MILIERIUS,135,128
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Egidijus GIEDRAITIS,136,123
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Darius ŽEBRAUSKAS,137,129
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Kęstutis BUIVIDAS,138,106
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Antanas Juozas KAZAKEVIČIUS,139,120
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Ramūnas ALMINAS,140,110
Tėvynės sąjunga - Lietuvos krikščionys demokratai,Žužuna TOLEIKIENĖ,141,125
